feature,importance
bmi,0.22986043089343958
deep_pct,0.11541759846846278
age,0.10089344620814156
rem_pct,0.08415125924769873
norem2_pct,0.08364943613998166
arousal_index,0.08176785061048399
rem_latency,0.080577689823863
norem1_pct,0.07085287850398538
sleep_time,0.06884437279683568
sleep_latency,0.05781632319760955
gender,0.026168714109498066
